Rajasthan|Bikaner|Bikaner|Akadeeyawala|Akadeeyawala (अकड़ीयावाला)|Bikaner|Rajasthan|334601
Rajasthan|Bikaner|Bikaner|Ambasar|Ambasar (आम्बासर)|Bikaner|Rajasthan|334402
Rajasthan|Bikaner|Bikaner|Anandpura|Anandpura (आनन्दपुरा)|Bikaner|Rajasthan|334022
Rajasthan|Bikaner|Bikaner|Asera|Asera (आशेरा)|Bikaner|Rajasthan|334022
Rajasthan|Bikaner|Bikaner|Bachhasar|Bachhasar (बच्छासर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Badrasar|Badrasar (बदरासर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Bambloo|Bambloo (बम्बलू)|Bikaner|Rajasthan|334022
Rajasthan|Bikaner|Bikaner|Bandha|Bandha (बन्धा)|Bikaner|Rajasthan|334022
Rajasthan|Bikaner|Bikaner|Barh Karnidan|Barh Karnidan (बर्ह कर्निदान)|Bikaner|Rajasthan|N/A
Rajasthan|Bikaner|Bikaner|Barsingsar|Barsingsar (बरसिंगसर)|Bikaner|Rajasthan|334402
Rajasthan|Bikaner|Bikaner|Basi|Basi (बासी)|Bikaner|Rajasthan|334403
Rajasthan|Bikaner|Bikaner|Basi Sahajbardaran|Basi Sahajbardaran (बासी सहज बरदारान)|Bikaner|Rajasthan|334021
Rajasthan|Bikaner|Bikaner|Basti Chawadan|Basti Chawadan (बस्ती चावड़ान)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Beechhwal|Beechhwal (बीछवाल)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Belasar|Belasar (बेलासर)|Bikaner|Rajasthan|334202
Rajasthan|Bikaner|Bikaner|Bhairupawa|Bhairupawa (भैरुपावा)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Bherookheera|Bherookheera (भैरुखीरा)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Bhojera|Bhojera (भोजेरा)|Bikaner|Rajasthan|334022
Rajasthan|Bikaner|Bikaner|Bhojoosar|Bhojoosar (भोजूसर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Chak Garbi|Chak Garbi (चक गार्बि (ग्रामीण))|Rajasthan|334001|4468 hectares
Rajasthan|Bikaner|Bikaner|Daiya|Daiya (दाइया)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Dandoosar|Dandoosar (डांडूसर)|Bikaner|Rajasthan|334601
Rajasthan|Bikaner|Bikaner|Daudsar|Daudsar (दाउदसर)|Bikaner|Rajasthan|334601
Rajasthan|Bikaner|Bikaner|Derjogran|Derjogran (डेर जोगरान)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Deshnok|Deshnok (देशनोक(ग्रामीण))|Bikaner|Rajasthan|334801
Rajasthan|Bikaner|Bikaner|Dewasar|Dewasar (देवासर)|Bikaner|Rajasthan|331803
Rajasthan|Bikaner|Bikaner|Dheereran|Dheereran (धीरेरा)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Dholera Hissa Pemji|Dholera Hissa Pemji (धोलेरा हिस्स पेम्जी)|Bikaner|Rajasthan|N/A
Rajasthan|Bikaner|Bikaner|Dholera No 1|Dholera No 1 (धोलेरा नं० 1)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Dholera No 2|Dholera No 2 (धोलेरा नं० २)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Dholeramagji Hissa|Dholeramagji Hissa (धोलेरा हिस्सा मेगजी)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Garhwala|Garhwala (गाढ़वाला)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Geegasar|Geegasar (गीगासर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Gersar|Gersar (गैरसर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Gol Pratapsingh|Gol Pratapsingh (गोल प्रतापसिंह)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Gusaisar|Gusaisar (गुसाईंसर)|Bikaner|Rajasthan|334202
Rajasthan|Bikaner|Bikaner|Hemera|Hemera (हेमेरा)|Bikaner|Rajasthan|334022
Rajasthan|Bikaner|Bikaner|Himtasar|Himtasar (हिम्मतासर)|Bikaner|Rajasthan|334803
Rajasthan|Bikaner|Bikaner|Husangsar|Husangsar (हुसंगसर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Jagdewala|Jagdewala (जगदेववाला)|Bikaner|Rajasthan|334601
Rajasthan|Bikaner|Bikaner|Jagnnathsar|Jagnnathsar (जगनाथसर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Jaimalsar|Jaimalsar (जयमलसर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Jalalsar|Jalalsar (जलालसर)|Bikaner|Rajasthan|334601
Rajasthan|Bikaner|Bikaner|Jalwali|Jalwali (जालवाली)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Jamsar|Jamsar (जामसर)|Bikaner|Rajasthan|334601
Rajasthan|Bikaner|Bikaner|Jognath Nagar|Jognath Nagar (जोगनाथ नगर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Jorbeer|Jorbeer (जोड़बीड़)|Bikaner|Rajasthan|334022
Rajasthan|Bikaner|Bikaner|Kalasar|Kalasar (कालासर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Kalyansar Agoona|Kalyansar Agoona (कल्याणसर अगुणा)|Bikaner|Rajasthan|331803
Rajasthan|Bikaner|Bikaner|Kalyansar Bara|Kalyansar Bara (कल्याणसर बड़ा)|Bikaner|Rajasthan|331803
Rajasthan|Bikaner|Bikaner|Kalyansar Utrada|Kalyansar Utrada (कल्याणसर उतराधा)|Bikaner|Rajasthan|331803
Rajasthan|Bikaner|Bikaner|Kanasar|Kanasar (कानासर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Karnisar Beekan|Karnisar Beekan (करणीसर बीकान)|Bikaner|Rajasthan|334022
Rajasthan|Bikaner|Bikaner|Katariyasar|Katariyasar (कतरियासर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Kawni|Kawni (कावनी)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Kesar Desar Boran|Kesar Desar Boran (केशरदेसर बोहरान)|Bikaner|Rajasthan|334201
Rajasthan|Bikaner|Bikaner|Kesar Desar Gangaguran|Kesar Desar Gangaguran (केशरदेसर गंगागुरान)|Bikaner|Rajasthan|334201
Rajasthan|Bikaner|Bikaner|Kesar Desar Jatan|Kesar Desar Jatan (केशरदेसर जाटान)|Bikaner|Rajasthan|334201
Rajasthan|Bikaner|Bikaner|Khara|Khara (खारा)|Bikaner|Rajasthan|334601
Rajasthan|Bikaner|Bikaner|Kharda|Kharda (खारड़ा)|Bikaner|Rajasthan|334602
Rajasthan|Bikaner|Bikaner|Kheechiya|Kheechiya (खीचिया)|Bikaner|Rajasthan|334601
Rajasthan|Bikaner|Bikaner|Kilchoo Deodan|Kilchoo Deodan (किलचू देवड़ान)|Bikaner|Rajasthan|334201
Rajasthan|Bikaner|Bikaner|Kilchoo Sahlotan|Kilchoo Sahlotan (किलचू सेहलोतान)|Bikaner|Rajasthan|334201
Rajasthan|Bikaner|Bikaner|Kolasar|Kolasar (कोलासर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Ladera|Ladera (लाडेरा)|Bikaner|Rajasthan|334601
Rajasthan|Bikaner|Bikaner|Lakhoosar|Lakhoosar (लाखूसर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Lalamdesar|Lalamdesar (लालमदेसर)|Bikaner|Rajasthan|334402
Rajasthan|Bikaner|Bikaner|Lalsar|Lalsar (लालसर)|Bikaner|Rajasthan|334601
Rajasthan|Bikaner|Bikaner|Lalsinghpura|Lalsinghpura (लालसिंहपुरा)|Bikaner|Rajasthan|334202
Rajasthan|Bikaner|Bikaner|Malasar|Malasar (मालासर)|Bikaner|Rajasthan|334601
Rajasthan|Bikaner|Bikaner|Meghasar|Meghasar (मेघासर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Mehrasar|Mehrasar (मेहरासर)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Molaniya|Molaniya (मोलानिया)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Moondsar|Moondsar (मूण्डसर)|Bikaner|Rajasthan|334202
Rajasthan|Bikaner|Bikaner|Nagasar Pawaran|Nagasar Pawaran (नागासर पावारन)|Bikaner|Rajasthan|334022
Rajasthan|Bikaner|Bikaner|Nagasar Sugni|Nagasar Sugni (नगासर सुगनी)|Bikaner|Rajasthan|334022
Rajasthan|Bikaner|Bikaner|Nainon Ka Bas|Nainon Ka Bas (नैनो को बास)|Bikaner|Rajasthan|334022
Rajasthan|Bikaner|Bikaner|Nal Chhoti|Nal Chhoti (नाल छोटी)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Nalbari|Nalbari (नाल बड़ी)|Bikaner|Rajasthan|334001
Rajasthan|Bikaner|Bikaner|Napasar|Napasar (नापासर)|Bikaner|Rajasthan|334201
Rajasthan|Bikaner|Bikaner|Noor Mohammad Ki Dhani|Noor Mohammad Ki Dhani (नूर मोहम्मद की ढ़ाणी)|Bikaner|Rajasthan|334001
