Alappuzha|Ambalappuzha|Ambalappuzha|Ambalappuzha South|688561
Alappuzha|Ambalappuzha|Aryad South|Aryad|N/A
Alappuzha|Ambalappuzha|Kalavoor|Mararikkulam South|688522
Alappuzha|Ambalappuzha|Karumady|Ambalappuzha South|688561
Alappuzha|Ambalappuzha|Mullakkal|Aryad|688011
Alappuzha|Ambalappuzha|Purakkad|Purakkad|673522
Alappuzha|Chengannur|Ala|Puliyoor|689126
Alappuzha|Chengannur|Chengannur|Thiruvanvandur|689121
Alappuzha|Chengannur|Cheriyanad|Cheriyanad|690509
Alappuzha|Chengannur|Ennakkad|Budhannoor|689624
Alappuzha|Chengannur|Mulakuzha|Venmony|689505
Alappuzha|Chengannur|Pandanad|Pandanad|689506
Alappuzha|Chengannur|Puliyoor|Puliyoor|689510
Alappuzha|Chengannur|Thiruvanvandoor|Thiruvanvandur|689124
Alappuzha|Chengannur|Venmony|Venmony|689509
Alappuzha|Cherthala|Cherthala North|Cherthala South|688524
Alappuzha|Cherthala|Cherthala South|Cherthala South|688539
Alappuzha|Cherthala|Kadakkarappally|Kadakkarappally|688529
Alappuzha|Cherthala|Mararikkulam North|Mararikkulam North|688523
Alappuzha|Cherthala|Panavally|Panavally|688526
Alappuzha|Cherthala|Pattanakkad|Pattanakkad|688531
Alappuzha|Cherthala|Perumbalam|Perumbalam|688570
Alappuzha|Cherthala|Thuravoor Thekku|Thuravoor|688532
Alappuzha|Karthikappally|Arattupuzha|Karthikappally|690515
Alappuzha|Karthikappally|Cheruthana|Cheruthana|690517
Alappuzha|Karthikappally|Karuvatta|Karuvatta|690554
Alappuzha|Karthikappally|Pallippad|Pallippad|690512
Alappuzha|Karthikappally|Thrikkunnapuzha|Thrikkunnapuzha|690515
Alappuzha|Karthikappally|Veeyapuram|Veeyapuram|690556
Alappuzha|Kuttanad|Champakkulam|Ramankari|688505
Alappuzha|Kuttanad|Edathua|Ramankari|689573
Alappuzha|Kuttanad|Kainakary North|Thakazhi|688501
Alappuzha|Kuttanad|Kainakary South|Nedumudi|688501
Alappuzha|Kuttanad|Kavalam|Neelamperoor|688506
Alappuzha|Kuttanad|Kunnumma|Pulinkunnu|688506
Alappuzha|Kuttanad|Muttar|Edathua|689574
Alappuzha|Kuttanad|Nedumudi|Nedumudi|688503
Alappuzha|Kuttanad|Neelamperoor|Neelamperoor|686534
Alappuzha|Kuttanad|Pulinkunnu|Pulinkunnu|688504
Alappuzha|Kuttanad|Ramankary|Ramankari|689595
Alappuzha|Kuttanad|Thakazhy|Thalavadi|688562
Alappuzha|Kuttanad|Thalavady|Muttar|689572
Alappuzha|Kuttanad|Veliyanad|Veliyanad|689590
Alappuzha|Mavelikkara|Chunakkara|Chunakkara|690534
Alappuzha|Mavelikkara|Noornad|Nooranad|690529
Alappuzha|Mavelikkara|Palamel|Palamel|690504
Alappuzha|Mavelikkara|Perungala|Chettikulangara|690106
Alappuzha|Mavelikkara|Thamarakkulam|Mavelikkara Thamarakkulam|690530
Alappuzha|Mavelikkara|Thekkekara|Mavelikkara Thekkekara|690107
Alappuzha|Mavelikkara|Thriperumthura|Chennithala Thriperumthara|690105
Alappuzha|Mavelikkara|Vallikunnam|Vallikunnam|690501
Alappuzha|Mavelikkara|Vettiyar|Thazhakkara|690509
Ernakulam|Aluva|Ayyampuzha|Ayyampuzha|683581
Ernakulam|Aluva|Karukutty|Karukutty|683576
Ernakulam|Aluva|Malayattoor|Malayattoor Neeleswaram|683587
Ernakulam|Aluva|Manjapra|Manjapra|683581
Ernakulam|Aluva|Mookkannoor|Mookkannur|683577
Ernakulam|Aluva|Parakkadavu|Parakkadavu|683579
Ernakulam|Aluva|Thuravoor|Thuravoor|683586
Ernakulam|Kanayannur|Edakkattuvayal|Edakkattuvayal|682313
Ernakulam|Kanayannur|Kaippattur|Edakkattuvayal|682313
Ernakulam|Kanayannur|Keecherry|Amballur|682115
Ernakulam|Kanayannur|Kulayettikara|Amballur|682115
Ernakulam|Kanayannur|Thrikkakara North|Kanayannur|582 hectares
Ernakulam|Kochi|Chellanam|Chellanam|682008
Ernakulam|Kochi|Edavanakkad|Edavanakkad|682502
Ernakulam|Kochi|Kuzhuppilly|Pallippuram|682501
Ernakulam|Kochi|Nayarambalam|Nayarambalam|682509
Ernakulam|Kochi|Pallippuram|Pallippuram|682502
Ernakulam|Kothamangalam|Kedavoor|Paingottur|686671
Ernakulam|Kothamangalam|Keerampara|Keerampara|686681
Ernakulam|Kothamangalam|Kottappady|Kottappady|686695
Ernakulam|Kothamangalam|Kuttamangalam|Pallarimangalam|686693
Ernakulam|Kothamangalam|Kuttampuzha|Kuttampuzha|686681
Ernakulam|Kothamangalam|Neriamangalam|Kavalangad|686693
Ernakulam|Kothamangalam|Pindimana|Pindimana|686685
Ernakulam|Kothamangalam|Pothanikkad|Pothanikkad|686671
Ernakulam|Kothamangalam|Thrikkariyoor|Nellikkuzhi|686692
Ernakulam|Kothamangalam|Varappetty|Varappetty|686691
Ernakulam|Kunnathunad|Aikaranad North|Aikkaranad|682310
Ernakulam|Kunnathunad|Aikaranad South|Poothrikka|682311
Ernakulam|Kunnathunad|Arakapady|Vengola|683556
Ernakulam|Kunnathunad|Asamannoor|Asamannoor|683549
Ernakulam|Kunnathunad|Irapuram|Mazhuvannoor|683541
Ernakulam|Kunnathunad|Kizhakkambalam|Kizhakkambalam|683562
Ernakulam|Kunnathunad|Kodanad|Koovappady|683544
Ernakulam|Kunnathunad|Kombanad|Vengoor|683546
Ernakulam|Kunnathunad|Mazhuvannoor|Mazhuvannoor|686669
Ernakulam|Kunnathunad|Pattimattom|Kunnathunad|683562
Ernakulam|Kunnathunad|Rayamangalam|Rayamangalam|683554
Ernakulam|Kunnathunad|Thiruvaniyoor|Thiruvaniyoor|682308
Ernakulam|Kunnathunad|Vadavukode|Vadavucode Puthen Cruz|682310
Ernakulam|Kunnathunad|Vengoor|Vengoor|683546
Ernakulam|Kunnathunad|Vengoor West|Mudakuzha|683545
Ernakulam|Muvattupuzha|Arakuzha|Arakuzha|686672
Ernakulam|Muvattupuzha|Elanji|Elanji|686665
Ernakulam|Muvattupuzha|Enanalloor|Ayavana|686668
Ernakulam|Muvattupuzha|Kalloorkkad|Kumaramangalam|686668
Ernakulam|Muvattupuzha|Koothattukulam|Muvattupuzha|2313 hectares
Ernakulam|Muvattupuzha|Maneed|Maneed|686664
Ernakulam|Muvattupuzha|Manjalloor|Manjalloor|686670
Ernakulam|Muvattupuzha|Marady|Marady|686661
Ernakulam|Muvattupuzha|Memury|Ramamangalam|686667
Ernakulam|Muvattupuzha|Mulavoor|Paipra|686673
Ernakulam|Muvattupuzha|Muvattupuzha|Avoly|686670
Ernakulam|Muvattupuzha|Onakkoor|Pampakuda|686667
Ernakulam|Muvattupuzha|Palakkuzha|Palakuzha|686662
Ernakulam|Muvattupuzha|Piravom|Muvattupuzha|2896 hectares
Ernakulam|Muvattupuzha|Ramamangalam|Ramamangalam|686663
Ernakulam|Muvattupuzha|Thirumarady|Thirumarady|686662
Ernakulam|Muvattupuzha|Valakam|Valakom|682613
Ernakulam|Paravur|Ezhikkara|Ezhikkara|683513
Ernakulam|Paravur|Kunnukara|Kunnukara|683524
Idukki|Devikulam|Anaviratty|Pallivasal|685561
Idukki|Devikulam|Kannan Devan Hills|Munnar|685613
Idukki|Devikulam|Kanthalloor|Kanthalloor|685620
Idukki|Devikulam|Keezhanthoor|Kanthalloor|685620
Idukki|Devikulam|Kottakamboor|Vattavada|685615
Idukki|Devikulam|Kunjithanny|Vellathooval|685565
Idukki|Devikulam|Mankulam|Mankulam|685565
Idukki|Devikulam|Mannamkandam|Adimaly|686561
Idukki|Devikulam|Marayoor|Marayoor|685614
Idukki|Devikulam|Pallivasal|Pallivasal|685565
Idukki|Devikulam|Vattavada|Vattavada|685615
Idukki|Devikulam|Vellathuval|Vellathooval|685563
Idukki|Peerumade|Elappara|Upputhara|685501
Idukki|Peerumade|Kokkayar|Peruvanthanam|686514
Idukki|Peerumade|Kumily|Kumaly|685509
Idukki|Peerumade|Manjumala|Vandiperiyar|685533
Idukki|Peerumade|Mlappara|Peruvanthanam|686513
Idukki|Peerumade|Peerumade|Peerumedu|685531
Idukki|Peerumade|Periyar|Vandiperiyar|685533
Idukki|Peerumade|Peruvanthanam|Peruvanthanam|686532
Idukki|Peerumade|Upputhara|Upputhara|685565
Idukki|Peerumade|Vagamon|Elappara|685501
Idukki|Thodupuzha|Alacode|Velliyamattom|685588
Idukki|Thodupuzha|Arakkulam|Arakulam|685591
Idukki|Thodupuzha|Elappally|Kudayathoor|685589
Idukki|Thodupuzha|Idukki|Vazhathope|685602
Idukki|Thodupuzha|Kanjikuzhi|Idukki Kanjikuzhy|685606
Idukki|Thodupuzha|Karikkode|Edavetty|685588
